4 3.2604117409925895	25 3.188386131035603	27 3.188386131035603	29 3.188386131035603	33 3.188386131035603	41 3.188386131035603	57 3.188386131035603	26 3.169812691920138	21 3.1680070170221017	5 3.133859543686202	15 3.1234682666558933	6 3.0931888925915816	16 3.0247686702493732	35 2.9729428704021106	24 2.8919815092627634	38 2.8517792510052637	42 2.8517792510052637	0 2.6165124468329153	23 2.4299410581578207	7 2.1272615406496476	
21 3.9453612610086006	4 3.747887755663998	26 3.5918421331122223	25 3.353370451879556	27 3.353370451879556	29 3.353370451879556	33 3.353370451879556	41 3.353370451879556	57 3.353370451879556	36 3.2882502635460216	15 3.284052212605492	6 3.253247194099914	35 3.229791046813104	16 3.181286539874239	38 2.9993457136567496	42 2.9993457136567496	23 2.74085976268749	7 2.222515282700972	31 2.1509037952970287	0 2.120857693249493	
15 4.4232513749712465	25 4.281567074222483	29 4.281567074222483	33 4.281567074222483	41 4.281567074222483	57 4.281567074222483	21 4.202048877921397	36 4.198421934657079	6 4.153730185926134	5 4.1168292752953715	32 4.115033362832958	16 4.0618511727978746	35 3.9581616185572335	38 3.8295500112745438	42 3.8295500112745438	34 3.6164975345054553	23 3.0275251122877638	3 2.943976341753643	31 2.941379999677077	0 2.70790078186525	
36 7.497969740749759	27 7.4675733658822665	33 7.4675733658822665	41 7.4675733658822665	5 7.374507794532039	15 7.295439086391713	4 7.197630528294881	35 7.1746979034443905	26 7.150684697985887	32 6.9691678035729705	21 6.679200669231863	38 6.679200669231863	24 6.097248121069822	34 5.280371766023402	31 5.277106756430175	0 4.722908086119577	39 4.722908086119577	7 4.696305672445158	55 1.0059769865531287	3 1.0	
4 5.732205202363689	27 5.718118355741266	29 5.718118355741266	33 5.718118355741266	41 5.718118355741266	26 5.676611639307806	6 5.624086136650483	15 5.565607715173484	5 5.498107734489794	35 5.43145201103836	24 5.259646563101733	42 5.255861894968027	34 5.066654812175305	32 4.9647170482283425	23 4.04332026497192	0 3.61645558691187	39 3.61645558691187	31 3.4839313577804156	7 3.30135717194536	3 2.859059177870633	
36 4.4955537753850585	5 4.306286293098814	25 4.2056978468188415	27 4.2056978468188415	29 4.2056978468188415	33 4.2056978468188415	41 4.2056978468188415	57 4.2056978468188415	4 4.188958521561677	6 4.08012622396867	26 3.9974512873192376	16 3.989875303924043	35 3.844803669394426	21 3.761690511324571	38 3.761690511324571	42 3.761690511324571	24 3.433937912342684	39 3.259916869282695	31 2.976328579536251	34 2.9738774671072647	
36 4.211032316656158	29 3.8944271909999157	41 3.8944271909999157	57 3.8944271909999157	15 3.7905570804857396	6 3.7781493317106203	5 3.7445850064900013	16 3.694578031575398	26 3.6798878022977206	4 3.671701167457758	35 3.5428291612290246	22 3.5304951684997055	21 3.4832815729997475	42 3.4832815729997475	32 3.3813097010886985	24 3.1797864861233998	23 2.7537758755933184	34 2.7537758755933184	0 2.4630520210502653	39 2.4630520210502653	
6 9.872129223228924	25 9.857801120030942	33 9.857801120030942	41 9.857801120030942	57 9.857801120030942	15 9.715574526175017	26 9.552623303826087	5 9.478511847990278	32 9.476847367050585	42 9.38622148711477	24 8.358609363700273	34 7.507018078987617	23 6.970518019562222	39 6.8346208520513345	22 6.372808668473786	2 2.196116135138184	18 2.196116135138184	55 1.2726270569959155	0 1.0	3 1.0	
29 7.410474084124411	57 7.410474084124411	41 7.41047408412441	6 7.281148746653761	15 7.212825823076088	16 7.150058819616353	5 7.125348295257318	21 6.85195737503391	42 6.797645394946275	38 6.628129519041072	32 6.564045564835263	24 6.2549526956165975	34 5.5938993910563095	39 5.286795329496671	23 5.239996476691541	31 4.633366025546133	7 4.414521970779929	22 4.383903554381857	3 3.9568630005781893	18 1.1961161351381842	
4 4.402699770731661	6 4.331626934377612	25 4.320601278004921	27 4.320601278004921	29 4.320601278004921	33 4.320601278004921	57 4.320601278004921	16 4.281456455814029	15 4.225485567658721	5 4.222511521378876	35 4.202080579000874	26 4.190540249830086	42 4.122662154263749	38 3.8644632645165875	24 3.7103303568780373	34 3.371354228497381	23 3.2305380663419494	7 3.114279593866289	3 2.855287654935232	0 2.7325881799859824	
21 3.311580158474122	15 3.307099086352426	26 3.2312338340987505	25 3.2310546528528006	27 3.2310546528528006	29 3.2310546528528006	33 3.2310546528528006	41 3.2310546528528006	57 3.2310546528528006	6 3.21127993790956	36 3.168309754688691	35 3.1306874475895974	5 3.106736424854274	42 3.031364493355648	24 3.0230452563046835	32 2.8930468460994723	38 2.8899431371183386	0 2.643498389499902	23 2.2847006554165614	31 2.184107222913967	
36 5.846517380611987	6 5.838746570874747	16 5.790594488750397	25 5.762301242059978	27 5.762301242059978	29 5.762301242059978	41 5.762301242059978	57 5.762301242059978	4 5.752763321617296	35 5.680182409368042	5 5.608740562130727	26 5.5454549172170085	21 5.336533099466087	38 5.1539589136310315	34 4.363237418095089	23 4.249973887361682	39 4.244399297785354	7 4.040304037362319	3 3.6031745404845545	22 3.4714066478154315	
35 7.357401084963174	27 7.344512460860883	29 7.344512460860883	41 7.344512460860883	57 7.344512460860883	4 7.296257777995241	26 7.128894190952079	5 7.061924614864173	21 7.016345245131637	32 6.611778129516566	38 6.569131649631679	24 6.405017603337853	34 5.900461346770376	23 5.193354565583828	7 4.667348160836094	0 4.645077535961732	39 4.645077535961732	22 4.354404619677161	3 4.250859980078652	55 1.5833272557427547	
36 4.9784206613551	25 4.87701281982463	27 4.87701281982463	29 4.87701281982463	33 4.87701281982463	41 4.87701281982463	57 4.87701281982463	4 4.764758449108962	26 4.741974571716865	16 4.703437105430602	21 4.67836064292316	35 4.582243170822944	42 4.47059810581565	38 4.362132876906323	32 4.322703950150043	24 4.270739427122312	23 3.642826009303174	22 3.075493629453077	31 2.9557726727698066	7 2.9094032455251755	
36 3.806952722391961	16 3.5629134555208872	25 3.482345243760356	27 3.482345243760356	29 3.482345243760356	33 3.482345243760356	41 3.482345243760356	57 3.482345243760356	42 3.481368393124982	35 3.47872788581855	4 3.419269345215513	22 3.346206519234078	32 3.326627853900724	26 3.2905069622351797	21 3.114704274468492	38 3.114704274468492	24 2.8433229851402597	23 2.656647108767121	34 2.4623899362956685	7 2.437524878387758	
6 2.863028057357496	27 2.839338373522984	29 2.839338373522984	33 2.839338373522984	41 2.839338373522984	57 2.839338373522984	16 2.8350542487124755	36 2.784200340824326	35 2.7668388215132698	15 2.763609036144038	5 2.7300918415978934	4 2.7214974309871165	21 2.6240968712012838	38 2.539581445728432	32 2.488676432529072	24 2.395461749059453	34 2.1413460389574963	23 2.0077154180012844	31 1.8974916640210902	0 1.7957552616501107	
16 7.6032326851367245	25 7.473982739481374	27 7.473982739481374	33 7.473982739481374	57 7.473982739481374	42 7.410128087570672	4 7.275617252644021	15 7.274640609032751	21 7.119579753926912	38 6.684933387256182	32 6.599630641753388	24 6.499257385304751	23 5.479161050029942	31 5.251328278916819	0 4.726961729909203	39 4.726961729909203	7 4.315105946558189	3 3.8314824879929943	22 3.5178782974894967	1 1.0	
36 5.456463512383081	4 5.374429652737044	25 5.3645227849696715	27 5.3645227849696715	33 5.3645227849696715	41 5.3645227849696715	6 5.344379555099877	15 5.315101640354987	16 5.27180735394721	32 5.1824308921948505	5 5.158117125413181	35 5.113371834766684	42 5.05637393536263	21 4.88269047108832	38 4.798175045615468	24 4.457266187217666	34 3.92692106003801	23 3.793290439081798	3 3.5465528696566433	22 3.29351471380765	
36 6.38882947263012	21 5.946876487785348	27 5.936467791791553	33 5.936467791791553	41 5.936467791791553	57 5.936467791791553	5 5.902313118677466	15 5.778133450088553	6 5.759219705560894	16 5.631827843487461	35 5.508514595453336	32 5.440855216004781	24 5.428730665095218	42 5.309738211473592	34 5.205120700680762	0 3.7545518956583073	39 3.7545518956583073	7 3.563504041114351	31 3.563504041114351	3 3.21985985441176	
25 4.749483356059054	27 4.749483356059054	29 4.749483356059054	33 4.749483356059054	41 4.749483356059054	57 4.749483356059054	15 4.62280763794082	26 4.61689890013898	16 4.582452033146863	35 4.464393457134173	42 4.356532285770082	32 4.2795620788328375	38 4.248067056860753	24 4.156736152095354	34 3.8412863208855037	23 3.552649060673452	31 3.0182262660230976	0 3.0038370228414175	39 3.0038370228414175	7 2.878198257620297	
36 4.382785983268619	6 4.168956953166723	16 4.142062924842784	25 4.0906968123175425	27 4.0906968123175425	29 4.0906968123175425	33 4.0906968123175425	41 4.0906968123175425	57 4.0906968123175425	4 4.024567278928884	15 3.981591901855391	5 3.9333029475812946	38 3.6588304590734886	24 3.630715044714831	32 3.5939659132775983	34 3.3960234694828673	23 2.8925594557679277	31 2.8388078502780423	0 2.587183828822752	39 2.587183828822752	
36 5.580428115428704	4 5.5242030846153645	25 5.490942370954555	27 5.490942370954555	29 5.490942370954555	33 5.490942370954555	41 5.490942370954555	57 5.490942370954555	5 5.473929757259937	6 5.403693058796524	21 5.311991352284989	32 5.2728920633206515	35 5.18300536107995	42 5.052669517032609	38 4.911248160795299	24 4.849162481531433	39 4.072776878588316	31 3.6861045751437227	22 3.3500512713975654	3 3.251899386711128	
36 3.5711963355174197	16 3.524562664316174	42 3.445210920425352	35 3.441952291887373	25 3.4419199603348734	27 3.4419199603348734	29 3.4419199603348734	33 3.4419199603348734	57 3.4419199603348734	4 3.3811560224934505	15 3.350118884303166	5 3.3094884677249334	26 3.252308659869777	32 3.203257863513875	21 3.078546801768862	24 2.810315879440319	23 2.4338049442541214	34 2.4338049442541214	22 2.433700591884347	7 2.320526748961819	
16 4.3769299573248315	35 4.359283291178625	42 4.311835412940342	4 4.306629659808701	25 4.199510733044573	27 4.199510733044573	29 4.199510733044573	33 4.199510733044573	41 4.199510733044573	15 4.181162176168455	21 4.156899780020744	36 4.11795907218012	5 4.037930138197025	32 3.95608270540671	24 3.794712964676042	38 3.756156588531055	31 3.475300263113767	23 2.9695025170015064	0 2.6560037949488375	39 2.6560037949488375	
25 6.744436848121483	29 6.744436848121483	33 6.744436848121483	41 6.744436848121483	57 6.744436848121483	6 6.743462946237321	5 6.679194715291452	16 6.659621774177956	15 6.658211362531857	4 6.653435931707094	36 6.613464441685705	32 6.359915053822666	21 6.333400491430572	34 5.244948412884041	31 4.704278707642068	0 4.2655563950462	39 4.2655563950462	3 3.8516097217727987	22 3.0162038524708117	7 1.0	
6 5.313061188680673	16 5.274595133539592	25 5.226578119075034	27 5.226578119075034	29 5.226578119075034	41 5.226578119075034	57 5.226578119075034	35 5.22389590854358	4 5.2079109079131705	21 5.206522606558718	42 5.122007181085865	15 5.0871775807638	32 4.804942498442584	24 4.752883129621341	38 4.674793585585907	34 4.536486232541947	39 3.90557824501517	31 3.594916553178205	7 3.0175662839885793	3 2.707780177789824	
36 1.9997358002715897	25 1.8393383735229838	27 1.8393383735229838	29 1.8393383735229838	33 1.8393383735229838	41 1.8393383735229838	57 1.8393383735229838	15 1.7902805093594627	6 1.784420328302836	4 1.7786883894050531	5 1.7685678939570704	16 1.7449495944246523	21 1.729669680201368	22 1.7170043183641739	35 1.687605293313383	42 1.6451542547285163	32 1.6204332904046126	24 1.578965168131727	34 1.4342392577709488	23 1.300608636814737	
27 7.453011439318469	29 7.453011439318469	57 7.453011439318469	36 7.308278993099061	26 7.299399990854643	6 7.230483151352178	21 7.218798936998762	16 7.070547472660852	35 6.8926205136329886	38 6.666176086159858	42 6.666176086159858	24 6.589831693147562	34 6.143848376856214	7 4.819185455025776	0 4.7136983151072345	39 4.7136983151072345	31 4.653915386463662	3 4.387430966584394	22 3.333088043079929	4 1.0	
4 7.850051119772306	27 7.791627391812606	33 7.791627391812606	41 7.7916273918126056	6 7.699016886496734	16 7.574360957080562	5 7.559986252691627	21 7.50077242234976	35 7.415967641860924	42 7.227242291124111	38 6.96904340137695	24 6.847237090722718	34 6.3502499673723065	23 5.684924169090953	7 5.211936036195548	0 4.9278578474970045	39 4.9278578474970045	3 4.712328733613176	18 2.0905433261381	46 2.0905433261381	
36 3.926387056002133	6 3.8909607095172385	16 3.8702158578072314	27 3.8041448432946	29 3.8041448432946	33 3.8041448432946	41 3.8041448432946	15 3.702682695999072	5 3.6577763671221044	26 3.608905708743063	4 3.6044506959932274	21 3.4364337615258442	38 3.402530586344804	32 3.3217287697642437	24 3.13702048093339	34 2.7435422420513373	23 2.6899366153094477	31 2.6733669938258293	22 2.595692484172318	0 2.4059524507990506	
6 7.502715005419864	36 7.436184631224938	25 7.404564670058962	27 7.404564670058962	29 7.404564670058962	33 7.404564670058962	41 7.404564670058962	15 7.389416533835005	4 7.38541578416575	35 7.35561964129604	42 7.211478930155323	38 6.6228439784180555	24 6.594202731772293	23 5.605486666265881	39 5.2830578878799	31 5.249786322727045	7 4.561473355106307	3 4.273526956421476	30 1.343302613191119	0 1.0	
36 7.317140925450613	25 7.262048872516208	27 7.262048872516208	41 7.262048872516208	57 7.262048872516208	6 7.230383977154528	5 7.050783824231972	4 6.978974679668551	35 6.928928556733363	21 6.579889399421629	38 6.4953739739487775	24 6.006589749920578	23 5.310455606925739	34 5.268674624020544	0 5.192922983321794	31 4.848353409209497	7 4.572850402189394	22 4.142114177974305	3 4.062639294505226	2 1.0	
21 3.6563546133240186	4 3.522208865195592	36 3.5142095238439683	26 3.4635287055803032	34 3.3884930857327142	25 3.3838045873868006	27 3.3838045873868006	29 3.3838045873868006	33 3.3838045873868006	41 3.3838045873868006	57 3.3838045873868006	6 3.2827726424106736	16 3.210158895920568	35 3.1850657924489014	38 3.026566831989005	42 3.026566831989005	32 3.026236142572112	39 2.7401059306137117	23 2.5869683424228067	22 2.4077106069944185	
42 3.161101889395394	16 3.156392740568849	35 3.13881389324429	25 2.9129515417273955	27 2.9129515417273955	29 2.9129515417273955	33 2.9129515417273955	41 2.9129515417273955	36 2.856383991041957	15 2.8352588327043833	5 2.8008726656881473	26 2.7970240262447645	21 2.7108323203250544	32 2.6168560013763846	38 2.605423064986108	31 2.5352543978330284	24 2.4746400190935045	34 2.226434455089916	23 2.0597677884232493	0 1.8423123171115163	
6 3.643524087844871	35 3.6198792867949905	36 3.550153856627495	25 3.4204607582400555	27 3.4204607582400555	33 3.4204607582400555	57 3.4204607582400555	41 3.420460758240055	4 3.3609240927333186	15 3.3292320307422445	5 3.2888549310135016	26 3.2320316198423606	32 3.184626058459586	21 3.0593531079180947	38 3.0593531079180947	24 2.792794514300463	22 2.424103744958963	23 2.418630996934023	34 2.418630996934023	7 2.308137272855781	
4 4.1488117243617335	25 4.065552606745395	27 4.065552606745395	29 4.065552606745395	33 4.065552606745395	41 4.065552606745395	57 4.065552606745395	6 4.036098261799463	36 3.9866023221793805	15 3.984155232810478	16 3.9767876807364297	21 3.937333584402616	5 3.9091261917792703	32 3.882221465698434	42 3.8058566738188704	34 3.3506911997932285	31 2.9509921261349925	23 2.8747798175003134	7 2.7321480713687887	0 2.5712812369100555	
36 5.7385667504900155	25 5.6522127681606635	27 5.6522127681606635	41 5.6522127681606635	57 5.6522127681606635	5 5.628995106219159	32 5.6279489672446985	6 5.623479834659555	4 5.622174906519089	16 5.544734036016939	26 5.435330168886985	35 5.3607617844873605	42 5.313691678906963	21 5.055492789159802	24 4.615012399879221	7 4.075198657165853	34 3.9967179770755927	0 3.5747732334545885	39 3.5747732334545885	22 3.4221735855798165	
29 4.765179878978239	33 4.765179878978239	57 4.765179878978239	6 4.6996000203189165	36 4.67264330551726	15 4.6380855114693915	4 4.588879719530545	5 4.581834568453777	26 4.579823429361505	35 4.485783300666806	21 4.444680639598881	42 4.403527810001135	38 4.262106453763826	32 4.137334750912317	34 3.658166140594018	23 3.369491005999205	0 3.01376437559535	39 3.01376437559535	31 2.9337520717001304	7 2.7511778858650753	
36 6.0168626714297995	6 5.990746216951858	25 5.936020034445712	41 5.936020034445712	57 5.936020034445712	16 5.933843074778283	4 5.846709710087878	15 5.777697635090767	42 5.737052490780865	5 5.707625416795255	26 5.700490091586298	21 5.525815086144597	32 5.387549246558296	38 5.3093377251285006	34 4.5396807809524695	0 4.354268709047921	23 4.197400019615766	7 3.7604960981355764	22 3.549096053564166	3 3.3529101966826063	
42 4.856654845544406	41 4.460998982524206	25 4.460998982524205	27 4.460998982524205	33 4.460998982524205	57 4.460998982524205	36 4.374369396540093	15 4.342017567647774	5 4.28935735209837	26 4.229574530187682	4 4.223738717459503	21 4.023941964173648	38 3.990038788992608	32 3.892037871526413	31 3.694355481608683	24 3.6733396397825877	0 3.421383484894033	34 3.2080082581510445	23 3.1544026314091544	7 2.5755589634149967	
15 2.0007568572447867	25 1.8682431421244594	27 1.8682431421244594	29 1.8682431421244594	41 1.8682431421244594	57 1.8682431421244594	5 1.864510445538004	4 1.849102328199327	36 1.8319631226593303	6 1.8124620727799936	26 1.7887641982123599	16 1.7723710656308866	35 1.7183798630946883	21 1.6710074657152365	38 1.6710074657152365	42 1.6710074657152365	24 1.5254141378862929	23 1.4964589985628738	3 1.4108750742019176	7 1.365076630633002	
36 3.500251421978496	25 3.3906846224298652	29 3.3906846224298652	33 3.3906846224298652	41 3.3906846224298652	57 3.3906846224298652	16 3.2933823691406623	5 3.260224463363798	26 3.2038958161429862	4 3.196768119180142	35 3.1764985458076995	42 3.1411857513158825	21 3.0327205224065543	38 3.0327205224065543	32 2.9640597614462303	24 2.7684824012182028	23 2.397576089385106	34 2.397576089385106	0 2.1444572468372836	39 2.1444572468372836	
36 4.867063611516881	6 4.627595364513294	16 4.590556419998117	25 4.563450465804389	27 4.563450465804389	29 4.563450465804389	33 4.563450465804389	41 4.563450465804389	26 4.448077297704986	15 4.4417365189357705	21 4.4035607977517195	5 4.38786690674359	38 4.081674181396678	32 4.068696471215615	22 3.8296914726981703	34 3.735794197982562	31 3.2478350628670074	23 3.2268467699791925	0 2.886179492259641	39 2.886179492259641	
